tag,arm,step,cum_modes,cum_reactions,reactions_added,reward,source_hub,smiles
rgfn_seh,greedy_oracle_static,81,81,241,1,7.058504581451416,C#CCNC(=O)c1ccc2oc(-c3ccc4nc(-c5cccnc5)oc4c3)nc2c1,O=C(NCc1cnnn1Cc1cc(=O)[nH]c2ccccc12)c1ccc2oc(-c3ccc4nc(-c5cccnc5)oc4c3)nc2c1
rgfn_seh,greedy_oracle_static,82,82,245,4,7.27625846862793,Cc1cc(-c2ccc3[nH]c(-c4cc(-c5cc(N)[nH]n5)ccc4F)nc3c2)ccc1F,Cc1cc(-c2ccc3[nH]c(-c4cc(-c5cc(NCC6Cc7ccccc7CN6)[nH]n5)ccc4F)nc3c2)ccc1F
rgfn_seh,greedy_oracle_static,83,83,249,4,7.260835647583008,N#Cc1ccc(COCC2CCCN(C(=O)c3ccc4nc(-c5cccc(F)c5F)oc4c3)C2)c(F)c1,O=C(c1ccc2nc(-c3cccc(F)c3F)oc2c1)N1CCCC(COCc2ccc(-c3nnn(CC4CC4)n3)cc2F)C1
rgfn_seh,greedy_oracle_static,84,84,253,4,7.412924289703369,COc1ccc(Cn2nnc(-c3ccc(NCCc4c[nH]c5ccccc45)cc3COCC3CNC3)n2)cc1,COc1ccc(Cn2nnc(-c3ccc(NCCc4cn(CC5CC5)c5ccccc45)cc3COCC3CNC3)n2)cc1
rgfn_seh,greedy_oracle_static,85,85,254,1,7.0584893226623535,COc1ccc(Cn2nnc(-c3ccc(NCCc4c[nH]c5ccccc45)cc3COCC3CNC3)n2)cc1,COc1ccc(Cn2nnc(-c3ccc(N(CCc4c[nH]c5ccccc45)C(=O)C4Cc5ccccc5CN4)cc3COCC3CNC3)n2)cc1
rgfn_seh,greedy_oracle_static,86,86,258,4,7.5189008712768555,Fc1ccc(-c2c[nH]cn2)cc1-c1nc2ccc(-c3cccnc3)cc2[nH]1,Fc1ccc(-c2cn(CC3CC3)cn2)cc1-c1nc2ccc(-c3cccnc3)cc2[nH]1
rgfn_seh,greedy_oracle_static,87,87,262,4,7.094193935394287,Cc1nc(-c2cccnc2)sc1-c1nc2cc(-c3nc4cc(C(=O)O)ccc4o3)ccc2o1,Cc1nc(-c2cccnc2)sc1-c1nc2cc(-c3nc4cc(C(=O)NCc5ccccc5)ccc4o3)ccc2o1
rgfn_seh,greedy_oracle_static,88,88,266,4,7.361995220184326,O=C(O)c1ccc2oc(-c3ccc4nc(-c5ccc6oc(-c7ccccn7)nc6c5)oc4c3)nc2c1,O=C(Nc1ccnc2ccccc12)c1ccc2oc(-c3ccc4nc(-c5ccc6oc(-c7ccccn7)nc6c5)oc4c3)nc2c1
rgfn_seh,greedy_oracle_static,89,89,267,1,7.205479621887207,O=C(O)c1ccc2oc(-c3ccc4nc(-c5ccc6oc(-c7ccccn7)nc6c5)oc4c3)nc2c1,c1ccc(-c2nc3cc(-c4nc5ccc(-c6nc7cc(CNCc8c[nH]c9ccccc89)ccc7o6)cc5o4)ccc3o2)nc1
rgfn_seh,greedy_oracle_static,90,90,268,1,7.107945919036865,O=C(O)c1ccc2oc(-c3ccc4nc(-c5ccc6oc(-c7ccccn7)nc6c5)oc4c3)nc2c1,O=C(O)C1Cc2ccccc2C(c2ccc3oc(-c4ccc5nc(-c6ccc7oc(-c8ccccn8)nc7c6)oc5c4)nc3c2)=N1
rgfn_seh,greedy_oracle_static,91,91,272,4,7.335465908050537,COc1ccc(Cn2nnc(-c3ccc4[nH]cc(CNc5ccc(-c6c[nH]cn6)cn5)c4c3)n2)cc1,COc1ccc(Cn2nnc(-c3ccc4[nH]cc(CNc5ccc(-c6cn(CC7CC7)cn6)cn5)c4c3)n2)cc1
rgfn_seh,greedy_oracle_static,92,92,276,4,7.343155384063721,N#Cc1ccc(-c2csc(-c3cc(-c4cccnc4)cnc3F)n2)cc1F,Fc1cc(-c2csc(-c3cc(-c4cccnc4)cnc3F)n2)ccc1-c1nnn(CC2CC2)n1
rgfn_seh,greedy_oracle_static,93,93,280,4,7.077045917510986,O=C(Cn1nnc(-c2ccc3[nH]cc(CN4CCC4C(=O)NCCc4c[nH]c5ccccc45)c3c2)n1)c1ccccc1,O=C(NCCc1c[nH]c2ccccc12)C1CCN1Cc1c[nH]c2ccc(-c3nnn(CC(NC45CC(C4)C5)c4ccccc4)n3)cc12
rgfn_seh,greedy_oracle_static,94,94,284,4,7.234504222869873,C#CCNC(=O)c1ccc2oc(-c3ccc4oc(-c5cc(C(F)(F)F)ccn5)nc4c3)nc2c1,O=C1Cc2ccc(C(=O)Cn3nncc3CNC(=O)c3ccc4oc(-c5ccc6oc(-c7cc(C(F)(F)F)ccn7)nc6c5)nc4c3)cc2N1
rgfn_seh,greedy_oracle_static,95,95,288,4,7.181807994842529,O=C(c1cccc(B(O)O)c1)N1CC(c2nc3cc(-c4cccnc4)ccc3o2)C1,O=C(c1cccc(-c2cncc(C(F)(F)F)c2)c1)N1CC(c2nc3cc(-c4cccnc4)ccc3o2)C1
rgfn_seh,greedy_oracle_static,96,96,292,4,7.325932025909424,Nc1ccc(-c2ccc(F)c(-c3nc4cc(-c5ccc(O)cc5)ccc4o3)c2)cc1N,Oc1ccc(-c2ccc3oc(-c4cc(-c5ccc6nc(C7Cc8ccccc8CN7)[nH]c6c5)ccc4F)nc3c2)cc1
rgfn_seh,greedy_oracle_static,97,97,293,1,7.121697902679443,Nc1ccc(-c2ccc(F)c(-c3nc4cc(-c5ccc(O)cc5)ccc4o3)c2)cc1N,Oc1ccc(-c2ccc3oc(-c4cc(-c5ccc6[nH]c(C7CCNCC7)nc6c5)ccc4F)nc3c2)cc1
rgfn_seh,greedy_oracle_static,98,98,296,3,7.151148319244385,Nc1ccc(-c2ccc3oc(-c4ncccc4C(F)(F)F)nc3c2)cn1,FC(F)(F)c1cccnc1-c1nc2cc(-c3ccc(NCC4CCN4)nc3)ccc2o1
rgfn_seh,greedy_oracle_static,99,99,300,4,7.223629474639893,N#Cc1ccc(F)cc1COCC1CCCN(C(=O)Nc2cc(-c3cccnc3)n[nH]2)C1,N#Cc1ccc(NCCc2c[nH]c3ccccc23)cc1COCC1CCCN(C(=O)Nc2cc(-c3cccnc3)n[nH]2)C1
rgfn_seh,greedy_oracle_static,100,100,304,4,7.794203281402588,Nc1ccc(-c2cccc(C(=O)Nc3cc(-c4cccnc4)n[nH]3)c2)cc1N,Nc1cc(-c2cccc(C(=O)Nc3cc(-c4cccnc4)n[nH]3)c2)ccc1NCC1Cc2ccccc2CN1
rgfn_seh,greedy_oracle_static,101,101,305,1,7.714317798614502,Nc1ccc(-c2cccc(C(=O)Nc3cc(-c4cccnc4)n[nH]3)c2)cc1N,O=C(Nc1cc(-c2cccnc2)n[nH]1)c1cccc(-c2ccc3nc(C4CNC4)[nH]c3c2)c1
rgfn_seh,greedy_oracle_static,102,102,306,1,7.369223594665527,Nc1ccc(-c2cccc(C(=O)Nc3cc(-c4cccnc4)n[nH]3)c2)cc1N,Nc1ccc(-c2cccc(C(=O)Nc3cc(-c4cccnc4)n[nH]3)c2)cc1NC(=O)NCc1c[nH]c2ccccc12
rgfn_seh,greedy_oracle_static,103,103,307,1,7.187025547027588,Nc1ccc(-c2cccc(C(=O)Nc3cc(-c4cccnc4)n[nH]3)c2)cc1N,O=C(Nc1cc(-c2cccnc2)n[nH]1)c1cccc(-c2ccc3[nH]c(-c4ccc(C(F)(F)F)cn4)nc3c2)c1
rgfn_seh,greedy_oracle_static,104,104,311,4,7.258991718292236,C#CCNC(=O)c1sc(-c2ccc(-c3nnn(CC(=O)c4ccc5c(c4)NC(=O)C5)n3)c(F)c2)nc1C,Cc1nc(-c2ccc(-c3nnn(CC(=O)c4ccc5c(c4)NC(=O)C5)n3)c(F)c2)sc1C(=O)NCc1cn(CC2CC2)nn1
rgfn_seh,greedy_oracle_static,105,105,315,4,7.1282124519348145,Nc1ccc(-c2cccc(-c3nc4ccc(-c5ccc(F)c(C(=O)O)c5)cc4[nH]3)c2)cc1N,O=C(O)c1cc(-c2ccc3nc(-c4cccc(-c5ccc6nc(C7CNC7)[nH]c6c5)c4)[nH]c3c2)ccc1F
rgfn_seh,greedy_oracle_static,106,106,316,1,7.056146144866943,Nc1ccc(-c2cccc(-c3nc4ccc(-c5ccc(F)c(C(=O)O)c5)cc4[nH]3)c2)cc1N,Nc1ccc(-c2cccc(-c3nc4ccc(-c5ccc(F)c(CNC67CC(C6)C7)c5)cc4[nH]3)c2)cc1N
rgfn_seh,greedy_oracle_static,107,107,320,4,7.073382377624512,CCc1nc2cc(-c3nc4cc(-c5nc6cc(Br)ccc6[nH]5)ccc4o3)ccc2o1,CCc1nc2cc(-c3nc4cc(-c5nc6cc(NC78CC(C7)C8)ccc6[nH]5)ccc4o3)ccc2o1
rgfn_seh,greedy_oracle_static,108,108,324,4,7.449106693267822,COc1cccc(CNCC2CCN2c2nc(-c3ccc(N)nc3)cs2)c1,COc1cccc(CNCC2CCN2c2nc(-c3ccc(NCC4Cc5ccccc5CN4)nc3)cs2)c1
rgfn_seh,greedy_oracle_static,109,109,328,4,7.30209493637085,C#Cc1ccc(N)c(NC(=O)Nc2ccc(-c3cccnc3)cc2N)c1,Nc1cc(-c2cccnc2)ccc1NC(=O)Nc1cc(-c2cn(CC3CC3)nn2)ccc1N
rgfn_seh,greedy_oracle_static,110,110,329,1,7.286685943603516,C#Cc1ccc(N)c(NC(=O)Nc2ccc(-c3cccnc3)cc2N)c1,C#Cc1ccc(NCC2CCN2)c(NC(=O)Nc2ccc(-c3cccnc3)cc2N)c1
rgfn_seh,greedy_oracle_static,111,111,333,4,7.586974143981934,O=C(NCCc1c[nH]c2ccccc12)c1cc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)ccc1F,O=C(NCCc1cn(CC2CC2)c2ccccc12)c1cc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)ccc1F
rgfn_seh,greedy_oracle_static,112,112,337,4,7.375760555267334,N#Cc1ccc2nc(C3CCN3Cc3ccc4nc(-c5cccc(F)c5F)oc4c3)[nH]c2c1,Fc1cccc(-c2nc3ccc(CN4CCC4c4nc5ccc(-c6nnn(CC7CC7)n6)cc5[nH]4)cc3o2)c1F
rgfn_seh,greedy_oracle_static,113,113,341,4,7.100283622741699,Cc1nc(-c2cc(-c3nc4cc(-c5cccnc5)ccc4[nH]3)ccc2F)sc1C(=O)O,Cc1nc(-c2cc(-c3nc4cc(-c5cccnc5)ccc4[nH]3)ccc2F)sc1C(=O)NCc1c[nH]c2ccccc12
rgfn_seh,greedy_oracle_static,114,114,342,1,7.00797176361084,Cc1nc(-c2cc(-c3nc4cc(-c5cccnc5)ccc4[nH]3)ccc2F)sc1C(=O)O,Cc1nc(-c2cc(-c3nc4cc(-c5cccnc5)ccc4[nH]3)ccc2F)sc1C1=NCCc2ccccc21
rgfn_seh,greedy_oracle_static,115,115,346,4,7.096813678741455,COc1cccc(CNC(Cn2cnc(-c3ccc(N)nc3)c2)c2ccc(F)cc2)c1,COc1cccc(CNC(Cn2cnc(-c3ccc(NC(=O)C4Cc5ccccc5CN4)nc3)c2)c2ccc(F)cc2)c1
rgfn_seh,greedy_oracle_static,116,116,350,4,7.339666366577148,COc1ccc(Cn2nnc(-c3ccc(-c4nc(C)c(C(=O)NCCc5c[nH]c6ccccc56)s4)cn3)n2)cc1,COc1ccc(Cn2nnc(-c3ccc(-c4nc(C)c(C(=O)NCCc5cn(CC6CC6)c6ccccc56)s4)cn3)n2)cc1
rgfn_seh,greedy_oracle_static,117,117,354,4,7.200066089630127,N#Cc1ccc(-c2ccc3nc(-c4cccc(-c5ccc(N)c(N)c5)c4)[nH]c3c2)s1,N#Cc1ccc(-c2ccc3nc(-c4cccc(-c5ccc(NCC6Cc7ccccc7CN6)c(N)c5)c4)[nH]c3c2)s1
rgfn_seh,greedy_oracle_static,118,118,355,1,7.183107376098633,N#Cc1ccc(-c2ccc3nc(-c4cccc(-c5ccc(N)c(N)c5)c4)[nH]c3c2)s1,Nc1ccc(-c2cccc(-c3nc4ccc(-c5ccc(-c6nnn(CC7CC7)n6)s5)cc4[nH]3)c2)cc1N
rgfn_seh,greedy_oracle_static,119,119,356,1,7.129021167755127,N#Cc1ccc(-c2ccc3nc(-c4cccc(-c5ccc(N)c(N)c5)c4)[nH]c3c2)s1,N#Cc1ccc(-c2ccc3nc(-c4cccc(-c5ccc6nc(C7CCNCC7)[nH]c6c5)c4)[nH]c3c2)s1
rgfn_seh,greedy_oracle_static,120,120,359,3,7.3194098472595215,N#Cc1ccc(-c2cc(NC(=O)c3ccccn3)[nH]n2)cc1F,O=C(Nc1cc(-c2ccc(-c3nnnn3CC3CC3)c(F)c2)n[nH]1)c1ccccn1
rgfn_seh,greedy_oracle_static,121,121,360,1,7.148581027984619,N#Cc1ccc(-c2cc(NC(=O)c3ccccn3)[nH]n2)cc1F,O=C1Cc2ccc(C(=O)Cn3nnc(-c4ccc(-c5cc(NC(=O)c6ccccn6)[nH]n5)cc4F)n3)cc2N1
rgfn_seh,greedy_oracle_static,122,122,364,4,7.337925434112549,COc1ccc(Cn2nnc(-c3ccc4[nH]cc(-c5nc6cc(C(=O)Nc7cc(C#N)ccc7N)ccc6o5)c4c3)n2)cc1,COc1ccc(Cn2nnc(-c3ccc4[nH]cc(-c5nc6cc(C(=O)Nc7cc(-c8nnn(CC9CC9)n8)ccc7N)ccc6o5)c4c3)n2)cc1
rgfn_seh,greedy_oracle_static,123,123,368,4,7.323047637939453,O=C(O)c1ccc(O)c(NC(=O)c2ccc3oc(-c4ccccc4-c4cccnc4)nc3c2)c1,O=C(Nc1cc(C2=NCCc3ccccc32)ccc1O)c1ccc2oc(-c3ccccc3-c3cccnc3)nc2c1
rgfn_seh,greedy_oracle_static,124,124,372,4,7.354742527008057,COc1cncc(-c2ccc(N)c(NCc3cccc(-c4ccc(C#N)nc4)c3)c2)c1,COc1cncc(-c2ccc(N)c(NCc3cccc(-c4ccc(-c5nnn(CC6CC6)n5)nc4)c3)c2)c1
rgfn_seh,greedy_oracle_static,125,125,376,4,7.021632671356201,N#Cc1ccc2[nH]cc(CNc3ccc(-c4ccc5[nH]c(-c6ccc(S(=O)(=O)F)cc6)nc5c4)cn3)c2c1,O=S(=O)(F)c1ccc(-c2nc3cc(-c4ccc(NCc5c[nH]c6ccc(-c7nnn(CC8CC8)n7)cc56)nc4)ccc3[nH]2)cc1
rgfn_seh,greedy_oracle_static,126,126,380,4,7.378928184509277,N#Cc1ccc(F)cc1COCC1CCCN(C(=O)c2ccc3oc(-c4cccnc4)nc3c2)C1,N#Cc1ccc(NC23CC(C2)C3)cc1COCC1CCCN(C(=O)c2ccc3oc(-c4cccnc4)nc3c2)C1
rgfn_seh,greedy_oracle_static,127,127,384,4,7.344864368438721,O=C(O)c1ccc2oc(-c3ccc(F)c(-c4nc(-c5cccnc5)cs4)c3)nc2c1,Fc1ccc(-c2nc3cc(CNC45CC(C4)C5)ccc3o2)cc1-c1nc(-c2cccnc2)cs1
rgfn_seh,greedy_oracle_static,128,128,388,4,7.5017595291137695,Nc1ccc(-c2ccc(NC(=O)c3ccc4nc(-c5cccc(F)c5F)oc4c3)nc2)cc1N,Nc1ccc(-c2ccc(NC(=O)c3ccc4nc(-c5cccc(F)c5F)oc4c3)nc2)cc1NCC1Cc2ccccc2CN1
rgfn_seh,greedy_oracle_static,129,129,392,4,7.635153293609619,Nc1ccc(Br)cc1NCc1ccc2nc(-c3ccc4oc(C5CCN5)nc4c3)oc2c1,Brc1ccc(NCC2Cc3ccccc3CN2)c(NCc2ccc3nc(-c4ccc5oc(C6CCN6)nc5c4)oc3c2)c1
rgfn_seh,greedy_oracle_static,130,130,393,1,7.55401086807251,Nc1ccc(Br)cc1NCc1ccc2nc(-c3ccc4oc(C5CCN5)nc4c3)oc2c1,CC(Nc1ccc(N)c(NCc2ccc3nc(-c4ccc5oc(C6CCN6)nc5c4)oc3c2)c1)c1ccccc1
rgfn_seh,greedy_oracle_static,131,131,394,1,7.303177356719971,Nc1ccc(Br)cc1NCc1ccc2nc(-c3ccc4oc(C5CCN5)nc4c3)oc2c1,Brc1ccc2nc(C3CCNCC3)n(Cc3ccc4nc(-c5ccc6oc(C7CCN7)nc6c5)oc4c3)c2c1
rgfn_seh,greedy_oracle_static,132,132,395,1,7.197821140289307,Nc1ccc(Br)cc1NCc1ccc2nc(-c3ccc4oc(C5CCN5)nc4c3)oc2c1,Nc1ccc(Br)cc1N(Cc1ccc2nc(-c3ccc4oc(C5CCN5)nc4c3)oc2c1)C(=O)C1CNC1
rgfn_seh,greedy_oracle_static,133,133,396,1,7.078406810760498,Nc1ccc(Br)cc1NCc1ccc2nc(-c3ccc4oc(C5CCN5)nc4c3)oc2c1,Nc1ccc(Br)cc1NCc1ccc2nc(-c3ccc4oc(C5CCN5C(=O)C5CNC5)nc4c3)oc2c1
rgfn_seh,greedy_oracle_static,134,134,400,4,7.238272190093994,O=C(Cn1cc(CNC(=O)c2ccc3oc(-c4cccnc4)nc3c2)nn1)c1ccccc1,O=C(NCc1cn(CC(NC23CC(C2)C3)c2ccccc2)nn1)c1ccc2oc(-c3cccnc3)nc2c1
rgfn_seh,greedy_oracle_static,135,135,404,4,7.260194778442383,N#Cc1ccc2[nH]c(-c3ccc4oc(-c5ccc6oc(-c7cc(C(F)(F)F)ccn7)nc6c5)nc4c3)nc2c1,FC(F)(F)c1ccnc(-c2nc3cc(-c4nc5cc(-c6nc7cc(-c8nnn(CC9CC9)n8)ccc7[nH]6)ccc5o4)ccc3o2)c1
